课程名,学分,主讲教师,上课时间,开课院系,掉课率
党的知识概论,2,张岱渭,7-6(全周),学生部,46.46
党的知识概论,2,范舒瑞,7-6(全周),学生部,47.45
党的知识概论,2,杨雯惠,7-6(全周),学生部,42.91
党的知识概论,2,岳孟坤,7-6(全周),学生部,36.59
党的知识概论,2,曾繁尘,7-6(全周),学生部,31.84
党的知识概论,2,林涛,7-6(全周),学生部,37.54
党的知识概论,2,张紫千,7-6(全周),学生部,30.09
党的知识概论,2,胡明远,7-6(全周),学生部,40.67
学生社会工作概论,1,吕腾飞,5-4(3-10周),学生部,10.34
学生社会工作概论,1,岳孟坤,5-4(3-10周),学生部,18.32
学生社会工作概论,1,黄峰,5-4(3-10周),学生部,14.06
学生社会工作概论,1,魏海龙,5-4(3-10周),学生部,18.48
学生社会工作概论,1,李秋甫,5-4(3-10周),学生部,12.72
学生社会工作概论,1,傅宇杰,5-4(3-10周),学生部,11.99
学生社会工作概论(提高班),1,李秋甫,3-6(3-10周),学生部,10.25
学生社会工作概论(提高班),1,魏海龙,3-6(3-10周),学生部,13.35
学生社会工作概论(提高班),1,黄峰,3-6(3-10周),学生部,16.47
学生社会工作概论(提高班),1,陈世鎏,3-6(3-10周),学生部,14.07
大学生心理训练与潜能开发,1,吕佳伊,3-4(后八周),学生部,43.26
大学生心理训练与潜能开发,1,刘凤娥,1-3(前八周),学生部,45.47
大学生心理训练与潜能开发,1,尼格拉·…,1-4(前八周),学生部,48.96
大学生心理训练与潜能开发,1,沈雨曈,3-3(前八周),学生部,47.52
大学生心理训练与潜能开发,1,詹逸思,3-4(前八周),学生部,45.24
大学生心理训练与潜能开发,1,史光远,5-4(前八周),学生部,32.04
大学生心理训练与潜能开发,1,赵嘉路,1-3(后八周),学生部,45.36
大学生心理训练与潜能开发,1,臧伟伟,1-4(后八周),学生部,41.67
大学生心理训练与潜能开发,1,阎博,2-3(后八周),学生部,35.96
大学生心理训练与潜能开发,1,钟姝,2-4(后八周),学生部,47.36
社会工作案例研讨课,1,张岱渭,2-4(5-12周),学生部,18.61
社会工作案例研讨课,1,黄日,2-3(5-12周),学生部,12.38
社会工作案例研讨课,1,陈志昊,3-4(5-12周),学生部,11.59
社会工作案例研讨课,1,兰旻,3-4(5-12周),学生部,38.13
社会工作案例研讨课,1,楼闻佳,5-4(5-12周),学生部,31.68
社会工作案例研讨课,1,崔曦元,1-4(5-12周),学生部,34.12
大学生情商与影响力,1,詹逸思,2-4(前八周),学生部,10.73
心理危机预防与干预,1,赵嘉路,1-3(前八周),学生部,19.8
心理危机预防与干预,1,李焰,3-3(前八周),学生部,12.88
心理危机预防与干预,1,刘凤娥,1-3(后八周),学生部,16.35
大学生成长团体训练,1,臧伟伟,1-4(前八周),学生部,18.4
大学生成长团体训练,1,程凯琳,2-4(前八周),学生部,32.36
大学生成长团体训练,1,尼格拉·…,1-4(后八周),学生部,17.76
大学生职业辅导理论与方法,1,金蕾莅,1-3(前八周),学生部,13.95
大学生职业生涯规划与发展：求职技巧实训,1,杨广进,2-4(前八周),学生部,11.32
大学生职业生涯规划与发展：求职技巧实训,1,张杨,2-4(前八周),学生部,49.1
大学生职业生涯规划与发展,1,金蕾莅,1-4(前八周),学生部,45.2
大学生职业生涯规划与发展,1,朱培豪,2-4(后八周),学生部,31.1
爱，性与健康,1,钟姝,2-4(前八周),学生部,10.94
爱，性与健康,1,沈雨曈,3-3(后八周),学生部,17.03
爱，性与健康,1,史光远,5-4(后八周),学生部,16.06
中国文化与中国国情(1),2,吕腾飞,2-6(2-12周),学生部,11.27
多元文化中的沟通与胜任力,1,黄成,1-6(后八周),学生部,38.23
多元文化中的沟通与胜任力,1,向致谦,3-6(后八周),学生部,18.84
多元文化中的沟通与胜任力,1,黄成,2-4(后八周),学生部,14.57
话剧《马兰花开》精神溯源,2,陈志昊,6-2(3-13周),学生部,13.25
大学学习：原理与方法,1,詹逸思,2-6(前八周),学生部,19.53
孙子兵法导读,1,白玉凤,2-6(全周),武装部,10.11
当代国防系列讲座,1,王晓丽,4-6(全周),武装部,42.07
射击,1,王晓丽,4-2(全周),武装部,34.52
射击,1,陈芳,5-3(全周),武装部,34.01
射击,1,陈芳,5-4(全周),武装部,40.07
射击,1,白玉凤,2-1(全周),武装部,14.9
射击,1,白玉凤,2-2(全周),武装部,38.3
射击,1,王威暘,2-3(全周),武装部,37.29
射击,1,王威暘,2-4(全周),武装部,35.07
射击,1,陈忠怀,3-3(全周),武装部,39.38
射击,1,陈忠怀,3-4(全周),武装部,34.52
射击,1,付轲,3-1(全周),武装部,39.97
射击,1,付轲,3-2(全周),武装部,34.44
射击,1,王晓丽,4-1(全周),武装部,31.98
定向越野,1,陈忠怀,4-4(双周);4-3(双周),武装部,12.01
高技术战争,1,高成耀,3-6(全周),武装部,37.08
卫生与保健,1,朱杰,2-6(全周),校医院,15.2
走近医学,2,裘莹,1-3(全周),基础医学院,40.49
走近医学,2,裘莹,2-3(全周),基础医学院,36.92
人体胚胎学的奥妙,2,谢兰,1-4(全周),基础医学院,19.08
神奇的免疫,2,吴宁,1-4(全周),基础医学院,31.85
医学学科概览,2,谢兰,1-6(全周),基础医学院,14.58
人体奥秘,2,刘津平,3-6(全周),基础医学院,38.49
认识疾病,2,裘莹,3-3(全周),基础医学院,12.78
灾难医学与急救知识,1,周博达,3-6(单周),临床医学院,33.45
健康医疗数据科学,2,冯晓彬,2-6(全周),临床医学院,10.17
形意运动与健康,2,高慧娟,2-4(全周),临床医学院,40.4
批判性思维——方法和实践,3,李继先,4-6(全周),语言中心,19.57
古代汉语,2,戴云娟,5-1(全周),语言中心,16.77
高级商务汉语(1),2,侯健,4-1(全周),语言中心,14.64
中国史要论,3,孟宪实,4-6(全周),日新书院,14.3
工程认知与创新实践,3,林蔚然,2-6(全周),未央书院,41.98
工程认知与创新实践,3,林蔚然,3-6(1-15周),未央书院,18.82
工程认知与创新实践,3,林蔚然,3-4(1-15周);3-3(1-15周),未央书院,10.75
工程创新工坊,1,周晋,4-6(2-7周),求真书院,33.96
工程创新工坊,1,周晋,4-6(2-7周),求真书院,45.72
工程创新工坊,1,冯博,4-6(2-7周),求真书院,35.44
工程创新工坊,1,周晋,4-6(2-7周),求真书院,12.32
工程创新工坊,1,周晋,4-6(2-7周),求真书院,11.2
环境可持续性与可再生能源,2,许瑛,1-6(全周),建筑学院,14.63
室内环境与健康,2,曹彬,3-4(全周),建筑学院,12.08
可持续工程创新与实践,2,王法承,1-6(全周),土木系,10.09
机械工程力学(2),4,马明,3-4(全周);1-4(全周),机械系,18.89
走近核电,2,于溯源,1-4(全周),能动系,18.5
计算机硬件技术基础,2,袁志昌,2-3(全周),电机系,13.33
计算机硬件技术基础,2,王鹏,3-4(全周),电机系,10.79
电子技术基础,2,李琦,1-3(1-12周),电机系,19.1
透视能源新视角,2,钟海旺,1-6(全周),电机系,19.24
电工电子基础(1),3,刘瑛岩,1-2(全周),电机系,12.71
光电子学视角下艺术与科学的融合实践,2,吕晖,2-6(全周),电子系,34.25
从算盘到量子计算机,2,李铁夫,2-6(全周),集成电路学院,81.06
航空英语2,2,张艳玲,3-3(双周);3-4(双周),航院,10.35
电动力学,4,唐传祥,3-4(全周);1-2(全周),工物系,17.91
复变函数引论,2,姚国武,3-1(全周),数学教学中心,13.49
复变函数引论,2,姚国武,1-1(全周),数学教学中心,19.06
初等数论,2,艾颖华,4-6(全周),数学系,19.85
概率论与数理统计,3,史灵生,4-2(全周),数学教学中心,18.8
概率论与数理统计,3,梁恒,1-2(全周),数学教学中心,40.04
概率论与数理统计,3,唐宏岩,4-2(全周),数学教学中心,43.09
数学实验,4,杨顶辉,1-2(全周),数学教学中心,18.9
多元微积分,4,扈志明,2-1(全周);4-2(全周),数学教学中心,11.97
数学分析(2),5,卢旭光,4-1(全周);1-2(全周),数学系,35.45
数学分析(2),5,周坚,4-1(全周);1-2(全周),数学系,16.34
数学分析(2),5,张友金,2-4(全周);2-3(全周);4-1(全周),数学系,10.02
微积分A(2),5,晏平,3-2(全周);5-1(全周),数学教学中心,43.16
微积分A(2),5,王晓峰,3-1(全周);1-2(全周),数学教学中心,13.12
微积分A(2),5,林润亮,3-1(全周);1-2(全周),数学教学中心,17.56
微积分A(2),5,崔建莲,3-1(全周);1-2(全周),数学教学中心,33.3
微积分A(2),5,崔建莲,1-1(全周);4-2(全周),数学教学中心,15.62
微积分A(2),5,晏平,3-3(全周);5-2(全周),数学教学中心,36.34
微积分A(2),5,杨一龙,2-6(全周);4-6(全周),数学教学中心,12.63
微积分A(2),5,史灵生,3-3(全周);5-2(全周),数学教学中心,10.22
微积分A(2),5,章纪民,3-3(全周);5-2(全周),数学教学中心,40.78
微积分A(2),5,王振波,3-3(全周);5-2(全周),数学教学中心,30.69
微积分A(2),5,王晓峰,3-2(全周);5-1(全周),数学教学中心,40.41
微积分A(2),5,林润亮,3-2(全周);5-1(全周),数学教学中心,41.08
微积分A(2),5,姚家燕,3-2(全周);5-1(全周),数学教学中心,14.71
微积分A(2),5,杨利军,2-1(全周);4-2(全周),数学教学中心,39.56
微积分A(2),5,章纪民,3-1(全周);1-2(全周),数学教学中心,35.73
微积分B(2),4,马连荣,3-1(全周);1-2(全周),数学教学中心,38.56
微积分B(2),4,鲁自群,3-1(全周);1-2(全周),数学教学中心,19.47
微积分B(2),4,扈志明,4-1(全周);1-2(全周),数学教学中心,19.39
微积分B(2),4,杨晶,3-1(全周);1-2(全周),数学教学中心,49.66
微积分C(2),3,姚国武,4-2(全周),数学教学中心,11.13
微积分C(2),3,韩小利,4-2(全周),数学教学中心,17.03
线性代数,4,鲁自群,5-3(全周);2-1(全周),数学教学中心,38.56
偏微分方程引论,2,陈酌,4-1(全周),数学教学中心,14.1
常微分方程,2,殷东生,2-4(全周),数学教学中心,18.34
随机数学与统计,5,叶俊,4-2(全周);1-3(全周),数学教学中心,16.94
概率论与随机过程,3,吴昊,2-2(全周),数学教学中心,11.87
高等线性代数选讲,2,徐帆,3-3(全周),数学教学中心,47.19
高等线性代数选讲,2,黄晔辉,4-1(全周),数学教学中心,10.73
高等线性代数选讲,2,黄晔辉,2-2(全周),数学教学中心,10.97
高等线性代数选讲,2,杨一龙,3-3(全周),数学教学中心,46.41
科学与工程计算基础,3,殷东生,5-2(全周),数学教学中心,12.09
概率论与数理统计(社科类),3,叶俊,1-2(全周),数学教学中心,34.74
复变函数,2,李岩松,2-1(后八周);4-2(后八周),物理系,15.31
大学物理(2),4,杜春光,5-4(全周);5-3(全周),物理系,11.29
大学物理(1)(英),4,张定,1-6(全周);3-6(全周),物理系,18.49
大学物理B(1),4,季帅华,3-1(全周);1-2(全周),物理系,45.9
大学物理B(1),4,李岩松,3-2(全周);5-1(全周),物理系,12.87
大学物理B(1),4,余京智,1-6(全周);3-6(全周),物理系,44.26
大学物理B(1),4,张金松,3-3(全周);1-3(全周),物理系,36.9
大学物理B(1),4,王佳平,3-2(全周);5-1(全周),物理系,13.47
大学物理B(1),4,冯硝,3-1(全周);1-2(全周),物理系,19.99
大学物理B(1),4,何珂,3-1(全周);1-2(全周),物理系,15.74
大学物理B(1),4,周树云,3-1(全周);1-2(全周),物理系,13.79
大学物理B(1),4,张留碗,3-1(全周);1-2(全周),物理系,36.07
大学物理B(1),4,张留碗,3-2(全周);5-1(全周),物理系,44.8
大学物理B(1),4,魏洋,1-1(全周);4-2(全周),物理系,18.4
大学物理B(1),4,杜春光,1-1(全周);4-2(全周),物理系,17.43
大学物理B(1),4,张有宏,1-1(全周);4-2(全周),物理系,33.25
大学物理B(2),4,宋灿立,4-2(全周);1-3(全周),物理系,18.89
近代物理实验A组,3,孙文博,(全周),物理系,16.17
近代物理实验B组,3,王合英,(全周),物理系,10.48
近代物理实验C组,3,陈宏,(全周),物理系,15.25
近代物理实验D组,3,王秀凤,(全周),物理系,12.53
大学物理(2),5,王山鹰,5-4(全周);2-4(全周);2-3(全周),物理系,15.95
物理实验A(1),2,刘滢滢,1-1(全周);1-2(全周),物理系,13.61
物理实验A(2),2,刘滢滢,(全周),物理系,13.16
物理实验B(2),1,梁昌林,(全周),物理系,17.7
物理实验B(2),1,梁昌林,(全周),物理系,19.62
物理实验B(2),1,傅德永,(全周),物理系,15.13
费曼物理学(2),5,王青,3-2(全周);1-6(全周),物理系,11.2
大学物理A(1),4,高飞,3-1(全周);1-2(全周),物理系,39.16
大学物理A(1),4,胡震,3-1(全周);1-2(全周),物理系,12.72
基础物理实验A(1),3,王宇航,(全周),物理系,13.74
基础物理实验A(3),2,郭旭波,(全周),物理系,19.65
大学物理(1),4,安宇,5-4(全周);5-3(全周),物理系,13.22
物理学(1),4,陈信义,2-2(全周);4-1(全周),物理系,12.39
大学物理J1,4,张斌,"5-6(双周);3-2(全周);5-1(1,3-14周)",物理系,16.26
大学物理K1,4,安宇,3-2(全周);5-1(全周),物理系,17.68
大学物理K1,4,张斌,3-1(全周);1-2(全周),物理系,13.61
大学物理CE,4,戴松涛,3-1(全周);1-2(全周),物理系,10.7
物理实验B,2,宋飞,1-4(全周);1-3(全周),物理系,16.9
大学物理XZ(1),4,张卫华,1-1(全周);4-2(全周),物理系,15.5
物理实验A(2)(未央),2,傅敏学,(全周),物理系,47.71
物理-1(AI),3,李岩松,5-2(全周),物理系,13.92
大学化学B,2,刘凯,5-1(全周),化学系,13.16
大学化学B,2,陈晨,5-2(全周),化学系,14.0
大学化学B,2,曲良体,3-3(全周),化学系,10.68
大学化学B,2,冯琳,4-1(全周),化学系,37.35
大学化学B,2,王泉明,5-3(全周),化学系,15.3
大学化学A,3,陈晨,4-2(全周),化学系,44.69
大学化学A,3,刘凯,5-2(全周),化学系,11.74
大学化学A,3,冯琳,1-2(全周),化学系,41.93
大学化学A,3,严清峰,5-2(全周),化学系,12.89
大学化学A,3,李强,1-2(全周),化学系,49.83
大学化学H,4,李强,2-1(全周);4-1(全周),化学系,12.4
现代生物学导论,2,杨扬,1-3(全周),生命学院,39.9
现代生物学导论,2,杨扬,5-1(全周),生命学院,19.26
现代生物学导论实验,1,王洪钟,(3-13周),生命学院,18.92
普通生物学实验,2,陈功,1-4(2-14周);1-3(2-14周),生命学院,47.95
普通生物学实验,2,陈功,2-4(2-14周);2-3(2-14周),生命学院,11.95
普通生物学实验,2,李玉明,4-4(2-14周);4-3(2-14周),生命学院,17.71
癌症与社会,1,李治中,1-6(前八周),生命学院,43.98
世界历史地理,2,武海平,3-6(全周),地学系,39.8
实分析,4,高峰,3-3(全周);5-1(全周),经管学院,18.62
中文写作,2,高静,1-3(全周),经管学院,44.27
中国文明,3,张国刚,2-6(全周),经管学院,13.63
中国文明,3,刘丰,2-6(全周),经管学院,42.72
批判性思维与道德推理,3,谷振诣,2-4(全周),经管学院,18.5
批判性思维与道德推理,3,姜朋,2-4(全周),经管学院,18.04
中外艺术史(1),2,郭秋惠,3-4(全周),经管学院,12.28
管理学的思与行,3,张晨,1-6(全周),经管学院,32.39
创意创新创业：从构思到影响力,2,李纪珍,1-1(全周),经管学院,10.05
沟通基础,2,HAOJIE,4-6(全周),经管学院,11.54
新生导引课,1,罗文澜,(全周),经管学院,11.58
批判性思维与道德推理,2,姜朋,2-6(前八周),经管学院,14.84
经济学原理,4,董丰,5-2(全周);5-1(全周),经管学院,19.7
公共政策分析基础,3,张芳,3-6(全周),公管学院,14.05
公共伦理,2,贾西津,5-4(全周),公管学院,10.65
中国近现代史纲要,3,舒文,3-1(全周),马克思主义学院,47.46
中国近现代史纲要,3,吴起民,3-2(全周),马克思主义学院,30.76
中国近现代史纲要,3,李玉蓉,3-2(全周),马克思主义学院,39.41
中国近现代史纲要,3,夏清,3-2(全周),马克思主义学院,41.97
中国近现代史纲要,3,王宪明,3-2(全周),马克思主义学院,13.13
中国近现代史纲要,3,夏清,3-3(全周),马克思主义学院,38.1
中国近现代史纲要,3,欧阳军喜,3-3(全周),马克思主义学院,40.05
中国近现代史纲要,3,李玉蓉,4-2(全周),马克思主义学院,10.42
中国近现代史纲要,3,吴起民,4-2(全周),马克思主义学院,41.4
中国近现代史纲要,3,李玓,2-2(全周),马克思主义学院,34.06
中国近现代史纲要,3,欧阳军喜,3-1(全周),马克思主义学院,39.49
中国近现代史纲要,3,李蕉,3-1(全周),马克思主义学院,35.16
中国近现代史纲要,3,夏清,3-1(全周),马克思主义学院,33.48
中国近现代史纲要,3,舒文,2-1(全周),马克思主义学院,38.24
中国近现代史纲要,3,王宪明,2-1(全周),马克思主义学院,11.98
中国近现代史纲要,3,欧阳军喜,2-1(全周),马克思主义学院,19.74
中国近现代史纲要,3,李蕉,2-1(全周),马克思主义学院,35.06
中国近现代史纲要,3,李玓,3-2(全周),马克思主义学院,44.81
法律基础,2,陈新宇,2-6(全周),法学院,17.19
主权与人权,3,刘晗,4-2(全周),法学院,42.36
经典与想象：中国古代传说新读,3,李平,4-6(全周),法学院,36.9
习近平新时代中国特色社会主义思想概论,2,何建宇,4-1(全周),马克思主义学院,40.2
习近平新时代中国特色社会主义思想概论,2,李戈,5-2(全周),马克思主义学院,19.06
习近平新时代中国特色社会主义思想概论,2,李戈,5-3(全周),马克思主义学院,34.77
习近平新时代中国特色社会主义思想概论,2,陈晓仪,4-1(全周),马克思主义学院,30.2
习近平新时代中国特色社会主义思想概论,2,陈晓仪,4-2(全周),马克思主义学院,11.17
习近平新时代中国特色社会主义思想概论,2,陈晓仪,5-1(全周),马克思主义学院,32.75
习近平新时代中国特色社会主义思想概论,2,陈晓仪,5-2(全周),马克思主义学院,13.13
习近平新时代中国特色社会主义思想概论,2,郎昆,4-1(全周),马克思主义学院,39.94
习近平新时代中国特色社会主义思想概论,2,郎昆,5-2(全周),马克思主义学院,33.09
习近平新时代中国特色社会主义思想概论,2,郎昆,5-3(全周),马克思主义学院,47.76
习近平新时代中国特色社会主义思想概论,2,程正雨,4-1(全周),马克思主义学院,16.93
习近平新时代中国特色社会主义思想概论,2,何建宇,4-2(全周),马克思主义学院,17.96
习近平新时代中国特色社会主义思想概论,2,何建宇,5-1(全周),马克思主义学院,40.44
习近平新时代中国特色社会主义思想概论,2,何建宇,5-2(全周),马克思主义学院,13.22
